order_id,customer_id,дата_заказа,сумма_заказа,категория,статус
O02463,C0238,2024-11-24,1114.38,спорт,отменён
O02464,C0278,2024-03-11,1571.42,дом_и_сад,отменён
O02465,C0288,2024-03-18,436.69,продукты,возврат
O02466,C0112,2024-10-10,736.45,дом_и_сад,выполнен
O02467,C0363,2024-05-09,555.81,электроника,возврат
O02468,C0014,2024-02-12,1500.64,одежда,возврат
O02469,C0171,2024-01-08,489.82,одежда,выполнен
O02470,C0384,2024-01-13,691.09,электроника,выполнен
O02471,C0283,2024-07-31,4173.79,одежда,выполнен
O02472,C0131,2024-04-20,1859.56,электроника,выполнен
O02473,C0343,2024-10-17,290.56,красота,выполнен
O02474,C0287,2024-01-23,1368.65,одежда,возврат
O02475,C0393,2024-10-28,1154.03,одежда,отменён
O02476,C0361,2024-09-10,275.75,книги,выполнен
O02477,C0310,2024-01-15,609.08,продукты,возврат
O02478,C0248,2024-05-09,311.64,продукты,выполнен
O02479,C0070,2024-03-01,100.0,продукты,выполнен
O02480,C0131,2024-04-24,591.83,продукты,выполнен
O02481,C0209,2024-11-15,443.69,одежда,выполнен
O02482,C0305,2024-11-03,275.69,одежда,выполнен
O02483,C0258,2024-11-20,660.06,книги,отменён
O02484,C0146,2024-03-07,121.94,электроника,выполнен
O02485,C0003,2024-09-05,687.47,электроника,выполнен
O02486,C0253,2024-06-23,673.39,спорт,выполнен
O02487,C0146,2024-12-04,1144.81,одежда,выполнен
O02488,C0361,2024-01-02,184.46,продукты,выполнен
O02489,C0014,2024-06-20,3683.21,книги,отменён
O02490,C0297,2024-11-29,2709.83,книги,выполнен
O02491,C0465,2024-10-10,358.32,дом_и_сад,выполнен
O02492,C0094,2024-02-23,2138.35,одежда,отменён
O02493,C0238,2024-03-07,1320.36,красота,выполнен
O02494,C0046,2024-04-11,468.0,одежда,выполнен
O02495,C0315,2024-04-29,409.33,электроника,выполнен
O02496,C0275,2024-07-09,434.86,продукты,выполнен
O02497,C0200,2024-10-30,6381.1,дом_и_сад,выполнен
O02498,C0261,2024-02-16,1974.55,электроника,выполнен
O02499,C0441,2024-08-09,565.54,спорт,выполнен
O02500,C0104,2024-01-21,605.99,книги,выполнен
O02501,C0013,2024-06-06,1310.23,одежда,выполнен
O02502,C0425,2024-12-13,1265.11,дом_и_сад,выполнен
O02503,C0293,2024-06-07,309.36,продукты,возврат
O02504,C0438,2024-08-22,843.9,продукты,возврат
O02505,C0305,2024-05-29,427.5,одежда,выполнен
O02506,C0397,2024-09-13,751.27,спорт,отменён
O02507,C0214,2024-06-13,640.08,одежда,возврат
O02508,C0367,2024-03-17,1501.34,книги,возврат
O02509,C0453,2024-03-25,536.67,красота,выполнен
O02510,C0288,2024-02-15,731.18,красота,выполнен
O02511,C0098,2024-02-16,148.05,электроника,выполнен
O02512,C0137,2024-07-31,861.71,электроника,выполнен
O02513,C0105,2024-02-28,356.8,продукты,выполнен
O02514,C0125,2024-02-23,197.61,дом_и_сад,отменён
O02515,C0153,2024-12-07,1641.38,красота,выполнен
O02516,C0278,2024-01-12,643.28,дом_и_сад,выполнен
O02517,C0299,2024-07-10,126.25,спорт,отменён
O02518,C0213,2024-01-06,355.35,электроника,выполнен
O02519,C0312,2024-11-04,667.81,книги,возврат
O02520,C0041,2024-05-23,683.89,электроника,выполнен
O02521,C0044,2024-12-11,446.07,электроника,выполнен
O02522,C0093,2024-09-17,100.0,книги,выполнен
O02523,C0261,2024-03-13,427.72,спорт,выполнен
O02524,C0114,2024-06-22,1566.86,электроника,возврат
O02525,C0145,2024-08-19,2042.47,продукты,выполнен
O02526,C0199,2024-09-26,409.12,электроника,отменён
O02527,C0398,2024-12-27,3000.9,спорт,выполнен
O02528,C0009,2024-08-09,182.43,одежда,отменён
O02529,C0326,2024-02-21,347.92,книги,возврат
O02530,C0335,2024-04-25,1357.22,одежда,выполнен
O02531,C0393,2024-01-26,1196.61,продукты,отменён
O02532,C0461,2024-02-22,660.04,электроника,возврат
O02533,C0012,2024-12-30,271.7,одежда,выполнен
O02534,C0081,2024-01-29,271.12,дом_и_сад,выполнен
O02535,C0437,2024-01-19,372.21,дом_и_сад,выполнен
O02536,C0232,2024-10-29,280.71,одежда,возврат
O02537,C0284,2024-10-05,738.46,продукты,возврат
O02538,C0333,2024-04-26,617.81,книги,выполнен
O02539,C0338,2024-04-15,262.67,одежда,выполнен
O02540,C0461,2024-11-04,500.74,электроника,возврат
O02541,C0499,2024-08-14,100.0,продукты,возврат
O02542,C0355,2024-12-17,872.51,спорт,выполнен
O02543,C0146,2024-07-04,1180.13,электроника,выполнен
O02544,C0436,2024-09-17,320.71,одежда,отменён
O02545,C0028,2024-01-16,354.57,спорт,выполнен
O02546,C0120,2024-09-29,817.55,красота,выполнен
O02547,C0441,2024-06-08,724.16,продукты,выполнен
O02548,C0130,2024-12-23,1234.59,электроника,отменён
O02549,C0116,2024-09-06,357.33,спорт,выполнен
O02550,C0072,2024-08-11,392.11,одежда,выполнен
O02551,C0424,2024-09-12,557.49,одежда,выполнен
O02552,C0254,2024-06-28,283.47,спорт,выполнен
O02553,C0336,2024-01-20,547.86,красота,возврат
O02554,C0122,2024-04-21,287.2,книги,отменён
O02555,C0371,2024-04-29,928.95,электроника,выполнен
O02556,C0371,2024-07-12,314.74,дом_и_сад,выполнен
O02557,C0154,2024-04-20,814.29,одежда,выполнен
O02558,C0206,2024-07-28,2133.02,одежда,возврат
O02559,C0112,2024-01-01,936.9,красота,выполнен
O02560,C0487,2024-02-27,765.64,красота,отменён
O02561,C0325,2024-04-02,223.43,электроника,выполнен
O02562,C0461,2024-08-08,2020.76,электроника,выполнен
O02563,C0151,2024-07-29,1623.89,одежда,выполнен
O02564,C0384,2024-08-19,586.94,спорт,выполнен
O02565,C0376,2024-09-18,489.17,книги,выполнен
O02566,C0342,2024-12-29,346.82,электроника,отменён
O02567,C0478,2024-04-12,2783.6,продукты,выполнен
O02568,C0197,2024-02-19,1245.35,одежда,выполнен
O02569,C0068,2024-04-19,362.59,электроника,возврат
O02570,C0335,2024-03-28,1602.65,дом_и_сад,выполнен
O02571,C0357,2024-01-20,1941.7,книги,выполнен
O02572,C0292,2024-01-14,653.95,одежда,выполнен
O02573,C0109,2024-05-12,504.98,электроника,возврат
O02574,C0255,2024-10-22,300.53,электроника,выполнен
O02575,C0154,2024-02-03,1171.39,продукты,выполнен
O02576,C0213,2024-07-26,472.64,одежда,возврат
O02577,C0325,2024-10-27,457.26,продукты,возврат
O02578,C0364,2024-07-17,659.04,продукты,выполнен
O02579,C0121,2024-03-20,345.71,одежда,отменён
O02580,C0200,2024-03-11,2259.14,дом_и_сад,возврат
O02581,C0137,2024-06-03,1442.78,электроника,выполнен
O02582,C0105,2024-03-18,707.15,дом_и_сад,выполнен
O02583,C0386,2024-03-18,336.64,спорт,отменён
O02584,C0447,2024-06-20,351.49,книги,возврат
O02585,C0182,2024-10-15,339.31,электроника,выполнен
O02586,C0370,2024-02-02,248.5,дом_и_сад,выполнен
O02587,C0441,2024-10-26,861.05,электроника,выполнен
O02588,C0416,2024-10-02,397.84,красота,выполнен
O02589,C0098,2024-01-07,380.07,дом_и_сад,выполнен
O02590,C0474,2024-06-08,346.84,одежда,отменён
O02591,C0185,2024-08-27,1484.54,одежда,выполнен
O02592,C0165,2024-01-24,362.54,книги,выполнен
O02593,C0034,2024-08-01,1835.8,книги,отменён
O02594,C0247,2024-03-10,528.4,книги,отменён
O02595,C0055,2024-08-03,245.66,книги,возврат
O02596,C0127,2024-04-13,968.18,книги,выполнен
O02597,C0155,2024-08-02,1352.65,спорт,выполнен
O02598,C0397,2024-02-23,334.81,электроника,выполнен
O02599,C0434,2024-10-20,699.66,электроника,отменён
O02600,C0151,2024-11-25,858.14,спорт,выполнен
O02601,C0424,2024-12-01,718.03,продукты,выполнен
O02602,C0423,2024-07-21,461.04,спорт,выполнен
O02603,C0374,2024-10-14,1346.54,одежда,выполнен
O02604,C0076,2024-02-14,544.09,спорт,выполнен
O02605,C0341,2024-11-12,409.71,одежда,отменён
O02606,C0468,2024-07-16,162.05,продукты,выполнен
O02607,C0339,2024-08-03,163.27,продукты,выполнен
O02608,C0163,2024-11-04,790.55,электроника,выполнен
O02609,C0254,2024-11-27,625.38,книги,выполнен
O02610,C0325,2024-07-02,1352.83,продукты,возврат
O02611,C0256,2024-01-27,1642.92,книги,возврат
O02612,C0064,2024-06-14,546.71,одежда,выполнен
O02613,C0154,2024-11-13,1420.72,электроника,выполнен
O02614,C0394,2024-09-30,424.33,электроника,отменён
O02615,C0424,2024-12-30,589.98,электроника,выполнен
O02616,C0072,2024-04-12,576.64,электроника,выполнен
O02617,C0472,2024-11-28,2352.54,электроника,выполнен
O02618,C0163,2024-04-13,239.18,книги,возврат
O02619,C0333,2024-09-01,697.37,красота,возврат
O02620,C0370,2024-10-31,381.14,красота,выполнен
O02621,C0398,2024-06-17,523.63,красота,выполнен
O02622,C0469,2024-04-25,506.02,продукты,выполнен
O02623,C0154,2024-05-20,704.61,спорт,выполнен
O02624,C0424,2024-12-21,1953.8,электроника,выполнен
O02625,C0069,2024-05-04,3046.05,электроника,выполнен
O02626,C0346,2024-01-25,1124.68,дом_и_сад,выполнен
O02627,C0363,2024-07-12,303.9,книги,возврат
O02628,C0336,2024-04-09,578.42,дом_и_сад,выполнен
O02629,C0129,2024-01-05,819.33,книги,возврат
O02630,C0431,2024-01-19,480.32,одежда,возврат
O02631,C0092,2024-06-18,532.9,продукты,выполнен
O02632,C0032,2024-09-30,628.33,продукты,выполнен
O02633,C0352,2024-09-10,1233.7,красота,выполнен
O02634,C0239,2024-04-30,1016.53,красота,выполнен
O02635,C0417,2024-02-01,408.24,спорт,отменён
O02636,C0190,2024-05-28,1068.77,электроника,выполнен
O02637,C0092,2024-09-22,2642.52,одежда,выполнен
O02638,C0412,2024-02-06,198.27,одежда,выполнен
O02639,C0274,2024-06-25,468.78,книги,выполнен
O02640,C0100,2024-12-07,441.12,электроника,выполнен
O02641,C0355,2024-01-13,709.06,одежда,выполнен
O02642,C0256,2024-07-01,154.61,одежда,выполнен
O02643,C0309,2024-05-24,1976.08,красота,выполнен
O02644,C0236,2024-09-21,690.51,продукты,возврат
O02645,C0406,2024-03-28,844.3,спорт,возврат
O02646,C0406,2024-02-15,769.59,продукты,выполнен
O02647,C0347,2024-04-28,440.0,электроника,выполнен
O02648,C0054,2024-01-19,1163.19,одежда,выполнен
O02649,C0413,2024-08-07,667.93,книги,выполнен
O02650,C0335,2024-08-20,125.5,книги,выполнен
O02651,C0343,2024-04-03,610.01,продукты,выполнен
O02652,C0180,2024-09-07,532.69,одежда,выполнен
O02653,C0436,2024-09-06,1161.41,книги,выполнен
O02654,C0356,2024-10-08,5774.06,дом_и_сад,выполнен
O02655,C0059,2024-08-19,899.78,электроника,выполнен
O02656,C0202,2024-02-15,3625.83,одежда,возврат
O02657,C0437,2024-02-15,384.14,дом_и_сад,выполнен
O02658,C0028,2024-01-14,404.36,спорт,возврат
O02659,C0477,2024-03-25,546.13,красота,выполнен
O02660,C0338,2024-11-14,934.63,книги,отменён
O02661,C0316,2024-11-23,398.42,электроника,выполнен
O02662,C0138,2024-01-03,183.19,дом_и_сад,выполнен
O02663,C0127,2024-01-28,677.52,одежда,возврат
O02664,C0465,2024-06-05,266.56,дом_и_сад,выполнен
O02665,C0149,2024-12-08,1624.03,спорт,выполнен
O02666,C0381,2024-11-28,1113.31,продукты,возврат
O02667,C0197,2024-11-27,362.27,книги,возврат
O02668,C0072,2024-06-23,957.79,дом_и_сад,выполнен
O02669,C0004,2024-04-23,429.01,книги,отменён
O02670,C0271,2024-11-26,637.94,одежда,возврат
O02671,C0485,2024-09-06,643.33,одежда,выполнен
O02672,C0181,2024-02-28,508.52,спорт,выполнен
O02673,C0171,2024-07-21,1292.77,красота,выполнен
O02674,C0167,2024-11-10,271.69,одежда,отменён
O02675,C0261,2024-08-26,1022.07,электроника,отменён
O02676,C0222,2024-08-21,848.63,продукты,выполнен
O02677,C0436,2024-10-29,216.23,спорт,отменён
O02678,C0255,2024-04-04,352.29,книги,выполнен
O02679,C0255,2024-05-20,277.24,дом_и_сад,выполнен
O02680,C0072,2024-11-29,496.14,красота,выполнен
O02681,C0489,2024-04-22,691.42,дом_и_сад,выполнен
O02682,C0127,2024-04-18,316.49,одежда,выполнен
O02683,C0039,2024-12-27,1444.19,спорт,выполнен
O02684,C0333,2024-12-10,1550.33,дом_и_сад,выполнен
O02685,C0304,2024-10-15,1785.65,красота,возврат
O02686,C0209,2024-04-06,100.0,электроника,возврат
O02687,C0210,2024-11-30,3160.66,электроника,выполнен
O02688,C0386,2024-01-16,759.64,электроника,выполнен
O02689,C0104,2024-02-13,690.79,спорт,выполнен
O02690,C0402,2024-08-17,613.08,электроника,возврат
O02691,C0326,2024-04-17,231.13,спорт,выполнен
O02692,C0209,2024-08-04,886.97,книги,отменён
O02693,C0232,2024-09-16,2415.24,продукты,выполнен
O02694,C0130,2024-11-07,752.36,спорт,отменён
O02695,C0370,2024-11-15,272.58,красота,выполнен
O02696,C0258,2024-07-14,196.32,спорт,выполнен
O02697,C0156,2024-04-04,525.73,одежда,отменён
O02698,C0305,2024-02-25,366.79,одежда,возврат
O02699,C0499,2024-02-01,1166.85,продукты,возврат
O02700,C0217,2024-08-18,1990.89,электроника,выполнен
O02701,C0457,2024-01-09,968.47,спорт,выполнен
O02702,C0167,2024-07-09,621.37,красота,отменён
O02703,C0032,2024-12-26,598.23,спорт,возврат
O02704,C0107,2024-07-18,704.06,одежда,отменён
O02705,C0209,2024-11-29,262.97,одежда,выполнен
O02706,C0116,2024-06-09,1076.87,красота,выполнен
O02707,C0001,2024-03-27,280.16,книги,возврат
O02708,C0453,2024-01-21,1624.47,продукты,выполнен
O02709,C0415,2024-11-06,497.4,одежда,возврат
O02710,C0363,2024-03-16,1292.91,дом_и_сад,выполнен
O02711,C0092,2024-05-20,204.67,одежда,возврат
O02712,C0064,2024-05-05,1285.63,электроника,выполнен
O02713,C0035,2024-09-07,1978.36,одежда,возврат
O02714,C0355,2024-03-24,238.59,продукты,выполнен
O02715,C0460,2024-02-17,607.41,одежда,выполнен
O02716,C0215,2024-03-18,869.49,одежда,отменён
O02717,C0064,2024-01-30,904.24,электроника,возврат
O02718,C0257,2024-10-11,506.92,спорт,выполнен
O02719,C0168,2024-05-15,440.25,спорт,выполнен
O02720,C0182,2024-05-19,814.53,электроника,выполнен
O02721,C0313,2024-02-10,881.87,красота,выполнен
O02722,C0354,2024-10-08,402.65,продукты,выполнен
O02723,C0056,2024-02-19,343.77,электроника,выполнен
O02724,C0022,2024-09-14,1753.03,одежда,возврат
O02725,C0498,2024-11-06,724.97,дом_и_сад,возврат
O02726,C0121,2024-12-25,108.05,одежда,выполнен
O02727,C0032,2024-09-26,1761.65,электроника,выполнен
O02728,C0100,2024-05-13,412.52,спорт,выполнен
O02729,C0026,2024-08-21,701.62,продукты,выполнен
O02730,C0195,2024-05-07,897.75,дом_и_сад,выполнен
O02731,C0394,2024-04-13,202.97,дом_и_сад,возврат
O02732,C0167,2024-09-10,527.93,красота,отменён
O02733,C0223,2024-04-04,1908.47,электроника,выполнен
O02734,C0336,2024-12-02,1590.0,электроника,выполнен
O02735,C0256,2024-08-04,527.27,красота,отменён
O02736,C0425,2024-03-01,1179.29,спорт,выполнен
O02737,C0426,2024-09-24,1310.31,дом_и_сад,выполнен
O02738,C0003,2024-08-28,1257.9,электроника,выполнен
O02739,C0382,2024-01-13,265.92,электроника,возврат
O02740,C0236,2024-05-26,2472.34,электроника,возврат
O02741,C0494,2024-08-27,458.94,продукты,отменён
O02742,C0243,2024-03-29,725.94,электроника,выполнен
O02743,C0494,2024-04-04,502.19,продукты,выполнен
O02744,C0371,2024-11-10,799.36,спорт,отменён
O02745,C0127,2024-10-19,333.15,электроника,выполнен
O02746,C0268,2024-01-25,555.52,электроника,возврат
O02747,C0496,2024-09-28,769.86,одежда,выполнен
O02748,C0423,2024-06-14,1771.74,электроника,выполнен
O02749,C0050,2024-09-06,1608.64,электроника,выполнен
O02750,C0347,2024-03-27,1675.12,одежда,отменён
O02751,C0168,2024-05-21,1332.65,продукты,возврат
O02752,C0003,2024-05-13,2914.17,дом_и_сад,возврат
O02753,C0200,2024-10-05,527.36,электроника,возврат
O02754,C0121,2024-05-05,586.27,дом_и_сад,выполнен
O02755,C0401,2024-11-11,567.28,книги,выполнен
O02756,C0165,2024-05-20,633.4,спорт,выполнен
O02757,C0406,2024-12-21,210.82,электроника,выполнен
O02758,C0001,2024-04-12,822.06,продукты,выполнен
O02759,C0153,2024-08-13,989.15,спорт,выполнен
O02760,C0123,2024-03-03,541.35,красота,выполнен
O02761,C0121,2024-10-20,163.06,красота,выполнен
O02762,C0035,2024-11-01,676.64,продукты,возврат
O02763,C0099,2024-09-10,236.1,спорт,отменён
O02764,C0282,2024-06-28,936.22,книги,выполнен
O02765,C0147,2024-02-09,731.76,книги,выполнен
O02766,C0209,2024-09-20,791.47,продукты,выполнен
O02767,C0185,2024-07-07,284.62,одежда,отменён
O02768,C0435,2024-01-08,1824.88,электроника,отменён
O02769,C0444,2024-04-13,762.17,продукты,выполнен
O02770,C0252,2024-08-12,320.09,дом_и_сад,выполнен
O02771,C0163,2024-02-03,1057.55,красота,выполнен
O02772,C0055,2024-08-23,719.24,книги,отменён
O02773,C0472,2024-08-15,2891.51,одежда,возврат
O02774,C0033,2024-07-06,427.39,дом_и_сад,выполнен
O02775,C0149,2024-11-08,245.18,одежда,выполнен
O02776,C0149,2024-01-22,838.38,дом_и_сад,выполнен
O02777,C0156,2024-12-08,1494.85,спорт,возврат
O02778,C0090,2024-02-09,4265.76,одежда,отменён
O02779,C0384,2024-06-21,10248.53,одежда,выполнен
O02780,C0066,2024-06-27,192.17,электроника,выполнен
O02781,C0319,2024-03-26,596.94,электроника,отменён
O02782,C0066,2024-05-12,245.83,книги,выполнен
O02783,C0037,2024-12-16,545.71,электроника,выполнен
O02784,C0447,2024-01-13,4826.1,электроника,отменён
O02785,C0101,2024-01-28,345.24,одежда,отменён
O02786,C0402,2024-03-24,653.56,книги,выполнен
O02787,C0273,2024-11-13,417.93,одежда,выполнен
O02788,C0040,2024-12-14,298.08,электроника,отменён
O02789,C0474,2024-12-08,2791.21,дом_и_сад,возврат
O02790,C0125,2024-10-06,194.14,одежда,выполнен
O02791,C0424,2024-12-19,622.65,одежда,выполнен
O02792,C0092,2024-09-19,713.63,дом_и_сад,возврат
O02793,C0419,2024-06-14,647.79,одежда,выполнен
O02794,C0007,2024-10-19,516.68,книги,выполнен
O02795,C0256,2024-03-08,2419.88,спорт,отменён
O02796,C0377,2024-08-13,122.79,спорт,выполнен
O02797,C0461,2024-06-18,943.09,одежда,отменён
O02798,C0447,2024-03-26,977.31,книги,возврат
O02799,C0401,2024-05-12,836.81,спорт,выполнен
O02800,C0437,2024-06-26,342.18,электроника,выполнен
O02801,C0105,2024-12-08,1744.15,одежда,выполнен
O02802,C0145,2024-09-08,1675.7,продукты,выполнен
O02803,C0146,2024-01-15,332.66,дом_и_сад,выполнен
O02804,C0185,2024-08-10,255.11,красота,выполнен
O02805,C0197,2024-07-19,218.57,спорт,отменён
O02806,C0273,2024-04-16,796.58,продукты,выполнен
O02807,C0087,2024-09-06,690.51,одежда,отменён
O02808,C0342,2024-03-29,498.26,дом_и_сад,выполнен
O02809,C0092,2024-05-04,3515.91,красота,выполнен
O02810,C0153,2024-04-22,459.96,продукты,выполнен
O02811,C0255,2024-05-16,772.78,электроника,выполнен
O02812,C0393,2024-09-03,569.38,электроника,выполнен
O02813,C0363,2024-06-14,3198.68,одежда,выполнен
O02814,C0325,2024-05-29,135.4,спорт,выполнен
O02815,C0081,2024-12-28,519.09,красота,выполнен
O02816,C0273,2024-12-08,1087.25,одежда,выполнен
O02817,C0044,2024-03-08,556.74,одежда,возврат
O02818,C0185,2024-08-08,234.28,продукты,отменён
O02819,C0209,2024-09-27,766.07,красота,выполнен
O02820,C0026,2024-11-16,181.81,продукты,отменён
O02821,C0141,2024-11-05,1137.04,одежда,возврат
O02822,C0474,2024-12-14,477.89,электроника,выполнен
O02823,C0472,2024-01-20,417.72,продукты,выполнен
O02824,C0170,2024-10-15,1535.98,книги,выполнен
O02825,C0026,2024-04-09,298.1,одежда,отменён
O02826,C0097,2024-09-08,193.65,продукты,выполнен
O02827,C0195,2024-03-17,321.06,спорт,выполнен
O02828,C0470,2024-05-14,3420.7,продукты,выполнен
O02829,C0073,2024-06-21,297.99,электроника,выполнен
O02830,C0374,2024-12-28,891.07,красота,выполнен
O02831,C0055,2024-07-19,1305.95,спорт,выполнен
O02832,C0489,2024-08-04,313.63,дом_и_сад,отменён
O02833,C0188,2024-07-26,313.95,спорт,выполнен
O02834,C0381,2024-03-14,768.26,красота,возврат
O02835,C0167,2024-01-11,796.52,продукты,выполнен
O02836,C0316,2024-10-13,1954.9,продукты,отменён
O02837,C0101,2024-09-12,359.46,одежда,возврат
O02838,C0076,2024-01-12,491.86,одежда,выполнен
O02839,C0463,2024-03-18,6442.79,одежда,выполнен
O02840,C0455,2024-06-20,158.52,красота,возврат
O02841,C0437,2024-04-05,134.54,книги,выполнен
O02842,C0315,2024-11-01,219.99,одежда,выполнен
O02843,C0397,2024-09-29,1605.65,одежда,отменён
O02844,C0035,2024-06-27,468.42,электроника,отменён
O02845,C0164,2024-03-04,468.29,книги,отменён
O02846,C0154,2024-05-11,307.3,одежда,выполнен
O02847,C0320,2024-12-08,1386.77,спорт,выполнен
O02848,C0171,2024-09-28,222.73,книги,отменён
O02849,C0076,2024-11-14,417.71,продукты,выполнен
O02850,C0305,2024-11-27,317.19,книги,отменён
O02851,C0398,2024-12-06,100.0,продукты,выполнен
O02852,C0189,2024-04-18,453.69,дом_и_сад,выполнен
O02853,C0069,2024-09-29,634.39,продукты,отменён
O02854,C0105,2024-06-16,357.66,продукты,выполнен
O02855,C0122,2024-06-28,536.67,красота,отменён
O02856,C0149,2024-02-27,547.79,спорт,выполнен
O02857,C0324,2024-03-19,597.99,одежда,выполнен
O02858,C0306,2024-03-01,286.22,одежда,отменён
O02859,C0343,2024-04-30,273.37,электроника,выполнен
O02860,C0180,2024-07-25,690.6,дом_и_сад,выполнен
O02861,C0404,2024-02-03,204.21,одежда,выполнен
O02862,C0107,2024-03-10,560.43,книги,отменён
O02863,C0237,2024-01-17,2461.17,одежда,отменён
O02864,C0394,2024-01-20,644.8,одежда,выполнен
O02865,C0098,2024-11-10,154.28,дом_и_сад,выполнен
O02866,C0055,2024-03-09,768.05,продукты,выполнен
O02867,C0436,2024-08-02,1280.23,книги,выполнен
O02868,C0167,2024-06-09,352.04,спорт,выполнен
O02869,C0340,2024-04-11,523.66,одежда,возврат
O02870,C0014,2024-07-24,329.59,спорт,выполнен
O02871,C0341,2024-05-24,459.55,электроника,выполнен
O02872,C0155,2024-02-26,390.55,одежда,выполнен
O02873,C0032,2024-03-23,942.5,одежда,возврат
O02874,C0310,2024-09-25,2506.42,спорт,выполнен
O02875,C0123,2024-07-05,696.29,электроника,выполнен
O02876,C0191,2024-01-06,193.76,одежда,выполнен
O02877,C0041,2024-12-18,5031.87,одежда,выполнен
O02878,C0076,2024-12-15,1060.31,электроника,отменён
O02879,C0149,2024-04-19,1247.85,электроника,возврат
O02880,C0046,2024-05-17,632.08,одежда,возврат
O02881,C0448,2024-02-20,801.26,одежда,отменён
O02882,C0003,2024-02-20,506.0,электроника,выполнен
O02883,C0243,2024-03-27,1370.54,электроника,отменён
O02884,C0066,2024-03-08,453.99,книги,выполнен
O02885,C0153,2024-03-24,983.88,дом_и_сад,отменён
O02886,C0459,2024-02-11,1444.51,продукты,выполнен
O02887,C0089,2024-08-06,1802.17,книги,выполнен
O02888,C0478,2024-02-26,1518.62,электроника,выполнен
O02889,C0109,2024-08-13,293.28,одежда,отменён
O02890,C0363,2024-07-14,2340.68,книги,выполнен
O02891,C0273,2024-09-04,1131.62,спорт,отменён
O02892,C0436,2024-06-14,849.35,красота,выполнен
O02893,C0278,2024-03-02,931.41,красота,отменён
O02894,C0267,2024-09-19,585.98,электроника,возврат
O02895,C0104,2024-04-21,457.92,красота,возврат
O02896,C0092,2024-09-09,495.32,красота,выполнен
O02897,C0453,2024-07-17,1864.04,одежда,выполнен
O02898,C0162,2024-06-26,709.7,красота,возврат
O02899,C0182,2024-01-26,833.28,электроника,выполнен
O02900,C0371,2024-09-02,697.93,спорт,выполнен
O02901,C0165,2024-01-19,389.81,одежда,выполнен
O02902,C0472,2024-09-21,119.41,электроника,выполнен
O02903,C0362,2024-11-12,1230.25,спорт,возврат
O02904,C0305,2024-01-20,1130.28,одежда,возврат
O02905,C0436,2024-04-15,659.07,спорт,отменён
O02906,C0029,2024-08-24,278.05,спорт,выполнен
O02907,C0130,2024-11-01,2854.51,продукты,возврат
O02908,C0236,2024-09-02,506.27,электроника,отменён
O02909,C0120,2024-03-21,811.27,спорт,выполнен
O02910,C0364,2024-05-29,378.98,книги,выполнен
O02911,C0456,2024-01-10,225.93,спорт,выполнен
O02912,C0211,2024-11-16,1066.04,спорт,отменён
O02913,C0167,2024-08-11,200.21,продукты,выполнен
O02914,C0477,2024-09-20,798.9,продукты,отменён
O02915,C0223,2024-05-28,800.75,продукты,выполнен
O02916,C0248,2024-10-04,271.56,красота,выполнен
O02917,C0169,2024-09-30,235.77,дом_и_сад,отменён
O02918,C0447,2024-07-12,359.12,продукты,выполнен
O02919,C0287,2024-06-20,402.6,продукты,выполнен
O02920,C0374,2024-09-21,195.63,продукты,выполнен
O02921,C0398,2024-11-05,270.4,спорт,отменён
O02922,C0167,2024-01-26,706.78,продукты,выполнен
O02923,C0217,2024-12-15,3267.23,дом_и_сад,выполнен
O02924,C0417,2024-12-21,1489.38,одежда,выполнен
O02925,C0180,2024-01-26,756.28,продукты,возврат
O02926,C0390,2024-02-03,1640.36,книги,возврат
O02927,C0465,2024-09-20,1676.34,одежда,выполнен
O02928,C0314,2024-05-17,521.14,красота,выполнен
O02929,C0363,2024-10-30,817.55,электроника,выполнен
O02930,C0394,2024-07-01,1454.36,одежда,отменён
O02931,C0416,2024-12-28,1622.26,продукты,выполнен
O02932,C0197,2024-08-29,1634.77,дом_и_сад,отменён
O02933,C0031,2024-02-23,292.48,дом_и_сад,отменён
O02934,C0200,2024-06-16,1702.82,электроника,выполнен
O02935,C0336,2024-04-28,2940.87,одежда,выполнен
O02936,C0224,2024-05-22,2196.77,спорт,выполнен
O02937,C0365,2024-03-21,279.1,одежда,возврат
O02938,C0171,2024-09-01,228.24,продукты,выполнен
O02939,C0319,2024-12-17,965.05,продукты,выполнен
O02940,C0099,2024-12-23,2164.33,спорт,отменён
O02941,C0366,2024-03-02,797.06,одежда,выполнен
O02942,C0273,2024-02-15,551.16,электроника,возврат
O02943,C0107,2024-03-27,618.84,продукты,выполнен
O02944,C0147,2024-04-08,1504.77,электроника,отменён
O02945,C0365,2024-10-21,514.25,продукты,выполнен
O02946,C0243,2024-02-22,977.27,книги,выполнен
O02947,C0115,2024-07-10,599.27,электроника,отменён
O02948,C0478,2024-03-20,326.79,электроника,возврат
O02949,C0352,2024-01-16,306.94,электроника,возврат
O02950,C0474,2024-12-25,1012.57,книги,выполнен
O02951,C0213,2024-11-21,100.0,электроника,выполнен
O02952,C0239,2024-07-12,975.95,красота,выполнен
O02953,C0441,2024-05-20,580.28,одежда,выполнен
O02954,C0263,2024-04-17,1417.81,одежда,выполнен
O02955,C0347,2024-10-29,1076.18,электроника,выполнен
O02956,C0129,2024-09-21,689.31,спорт,отменён
O02957,C0223,2024-10-16,283.19,спорт,отменён
O02958,C0066,2024-07-27,295.72,продукты,отменён
O02959,C0109,2024-06-13,397.04,одежда,возврат
