client_id,возраст,доход,образование,семейное_положение,месяцев_на_обслуживании,кредитный_лимит
1516,68,60880,Магистратура,Женат/Замужем,91,30000
1517,21,38184,Среднее,Женат/Замужем,48,27000
1518,18,15000,Магистратура,Вдовец/Вдова,30,9000
1519,25,26055,Среднее специальное,Женат/Замужем,15,16000
1520,46,38480,Высшее,Женат/Замужем,47,21000
1521,72,75331,Высшее,Разведён/Разведена,102,55000
1522,56,69020,Магистратура,Женат/Замужем,44,29000
1523,20,42732,Высшее,Холост/Не замужем,98,20000
1524,49,69782,Высшее,Холост/Не замужем,27,48000
1525,27,57781,Среднее,Женат/Замужем,84,31000
1526,27,46308,Высшее,Холост/Не замужем,64,34000
1527,36,72710,Высшее,Женат/Замужем,41,34000
1528,63,67792,Среднее,Холост/Не замужем,96,32000
1529,51,53800,Среднее,Холост/Не замужем,68,40000
1530,50,64709,Магистратура,Женат/Замужем,5,34000
1531,40,44353,Среднее специальное,Вдовец/Вдова,53,24000
1532,72,100988,Высшее,Женат/Замужем,8,47000
1533,45,68564,Высшее,Разведён/Разведена,22,30000
1534,49,66054,Магистратура,Вдовец/Вдова,106,41000
1535,67,71171,Магистратура,Холост/Не замужем,7,25000
1536,24,28687,Аспирантура,Холост/Не замужем,22,21000
1537,46,62919,Среднее специальное,Женат/Замужем,46,43000
1538,25,18693,Магистратура,Разведён/Разведена,30,7000
1539,18,53015,Среднее специальное,Женат/Замужем,101,34000
1540,74,72135,Высшее,Вдовец/Вдова,16,43000
1541,72,77776,Высшее,Холост/Не замужем,79,30000
1542,20,17955,Среднее,Холост/Не замужем,5,7000
1543,41,59244,Магистратура,Женат/Замужем,67,29000
1544,40,40793,Среднее,Женат/Замужем,23,26000
1545,25,45338,Высшее,Холост/Не замужем,61,28000
1546,71,83760,Магистратура,Женат/Замужем,74,47000
1547,74,65085,Магистратура,Холост/Не замужем,5,44000
1548,64,49947,Среднее специальное,Женат/Замужем,23,33000
1549,54,81778,Высшее,Разведён/Разведена,79,49000
1550,20,28715,Магистратура,Разведён/Разведена,82,19000
1551,68,73372,Высшее,Женат/Замужем,25,34000
1552,50,62881,Высшее,Женат/Замужем,8,46000
1553,45,32794,Среднее специальное,Женат/Замужем,95,19000
1554,64,73739,Высшее,Холост/Не замужем,21,52000
1555,25,37086,Магистратура,Холост/Не замужем,2,21000
1556,51,46747,Высшее,Холост/Не замужем,22,19000
1557,52,39851,Высшее,Разведён/Разведена,72,22000
1558,49,63888,Высшее,Разведён/Разведена,87,31000
1559,41,65315,Высшее,Женат/Замужем,96,42000
1560,31,43078,Среднее,Женат/Замужем,72,23000
1561,49,33283,Среднее специальное,Холост/Не замужем,68,23000
1562,73,58140,Высшее,Женат/Замужем,64,37000
1563,63,59518,Высшее,Женат/Замужем,94,38000
1564,60,87069,Высшее,Женат/Замужем,19,35000
1565,33,38298,Высшее,Холост/Не замужем,87,30000
1566,21,25371,Высшее,Разведён/Разведена,82,18000
1567,69,45697,Среднее специальное,Женат/Замужем,53,31000
1568,54,48949,Магистратура,Разведён/Разведена,93,22000
1569,71,53905,Высшее,Разведён/Разведена,87,30000
1570,38,30952,Среднее,Вдовец/Вдова,97,11000
1571,31,42199,Среднее,Холост/Не замужем,52,24000
1572,48,47982,Аспирантура,Холост/Не замужем,47,17000
1573,72,98692,Среднее специальное,Холост/Не замужем,82,56000
1574,65,83770,Магистратура,Холост/Не замужем,54,52000
1575,35,34466,Среднее,Женат/Замужем,44,17000
1576,24,21047,Магистратура,Женат/Замужем,97,11000
1577,27,57939,Магистратура,Женат/Замужем,7,42000
1578,24,59700,Высшее,Холост/Не замужем,115,21000
1579,50,22686,Среднее,Разведён/Разведена,92,15000
1580,40,48992,Среднее специальное,Холост/Не замужем,1,18000
1581,38,42221,Высшее,Холост/Не замужем,63,13000
1582,36,54136,Высшее,Женат/Замужем,120,21000
1583,65,96740,Среднее специальное,Женат/Замужем,103,66000
1584,36,37139,Среднее,Женат/Замужем,98,18000
1585,53,27089,Высшее,Холост/Не замужем,39,19000
1586,46,61085,Высшее,Женат/Замужем,19,34000
1587,35,64449,Среднее специальное,Холост/Не замужем,31,20000
1588,19,26243,Среднее,Холост/Не замужем,77,17000
1589,18,19424,Аспирантура,Женат/Замужем,24,6000
1590,64,60241,Высшее,Холост/Не замужем,69,41000
1591,22,45953,Магистратура,Холост/Не замужем,87,17000
1592,37,38383,Высшее,Женат/Замужем,83,18000
1593,28,42931,Среднее,Вдовец/Вдова,65,29000
1594,59,63217,Высшее,Вдовец/Вдова,33,49000
1595,19,29669,Высшее,Женат/Замужем,59,14000
1596,20,42119,Магистратура,Холост/Не замужем,114,30000
1597,40,40421,Высшее,Холост/Не замужем,120,15000
1598,72,66741,Среднее специальное,Холост/Не замужем,33,46000
1599,29,50764,Аспирантура,Женат/Замужем,32,31000
1600,37,30396,Высшее,Женат/Замужем,59,12000
1601,22,19996,Аспирантура,Женат/Замужем,92,9000
1602,54,39895,Аспирантура,Женат/Замужем,101,14000
1603,55,72335,Среднее специальное,Холост/Не замужем,41,35000
1604,47,51621,Высшее,Женат/Замужем,12,20000
1605,26,16695,Высшее,Холост/Не замужем,73,10000
1606,51,69207,Высшее,Женат/Замужем,114,55000
1607,70,63266,Высшее,Женат/Замужем,119,19000
1608,61,51324,Аспирантура,Женат/Замужем,11,29000
1609,52,54264,Высшее,Женат/Замужем,97,31000
1610,69,92980,Среднее специальное,Женат/Замужем,19,70000
1611,39,40875,Среднее специальное,Холост/Не замужем,54,22000
1612,61,73030,Высшее,Холост/Не замужем,57,41000
1613,41,59306,Среднее специальное,Женат/Замужем,42,31000
1614,34,49449,Магистратура,Холост/Не замужем,98,21000
1615,27,56266,Высшее,Женат/Замужем,71,18000
1616,47,42593,Высшее,Женат/Замужем,31,21000
1617,73,58349,Среднее,Разведён/Разведена,52,19000
1618,63,50055,Высшее,Вдовец/Вдова,2,28000
1619,40,45432,Среднее специальное,Холост/Не замужем,83,20000
1620,49,40594,Магистратура,Вдовец/Вдова,38,23000
1621,34,45013,Высшее,Женат/Замужем,32,16000
1622,67,70354,Магистратура,Женат/Замужем,10,53000
1623,68,85278,Высшее,Холост/Не замужем,105,63000
1624,34,47167,Среднее,Разведён/Разведена,8,18000
1625,31,34157,Магистратура,Холост/Не замужем,90,16000
1626,26,42562,Среднее,Разведён/Разведена,94,25000
1627,57,45747,Высшее,Холост/Не замужем,75,15000
1628,19,30227,Среднее специальное,Женат/Замужем,105,14000
1629,62,69991,Магистратура,Женат/Замужем,20,29000
1630,42,51139,Магистратура,Холост/Не замужем,20,38000
1631,56,66625,Высшее,Холост/Не замужем,9,48000
1632,26,26739,Высшее,Женат/Замужем,72,15000
1633,71,89680,Магистратура,Холост/Не замужем,15,50000
1634,39,74132,Среднее,Женат/Замужем,98,56000
1635,60,39559,Магистратура,Женат/Замужем,88,30000
1636,63,47766,Среднее специальное,Разведён/Разведена,97,37000
1637,21,33046,Аспирантура,Женат/Замужем,105,11000
1638,43,46151,Высшее,Холост/Не замужем,105,17000
1639,46,80846,Магистратура,Холост/Не замужем,109,51000
1640,62,68496,Высшее,Холост/Не замужем,63,39000
1641,51,77288,Высшее,Разведён/Разведена,104,23000
1642,40,16863,Высшее,Разведён/Разведена,91,5000
1643,54,71012,Среднее,Женат/Замужем,21,52000
1644,28,27267,Высшее,Холост/Не замужем,5,20000
1645,23,23026,Высшее,Разведён/Разведена,35,11000
1646,35,39874,Магистратура,Разведён/Разведена,85,29000
1647,38,24631,Высшее,Разведён/Разведена,68,14000
1648,59,69441,Среднее,Разведён/Разведена,113,48000
1649,53,60860,Высшее,Женат/Замужем,48,31000
1650,58,65992,Высшее,Холост/Не замужем,80,23000
1651,55,72905,Среднее специальное,Женат/Замужем,95,37000
1652,51,79121,Среднее специальное,Женат/Замужем,90,41000
1653,34,37344,Магистратура,Женат/Замужем,62,21000
1654,54,65960,Высшее,Женат/Замужем,116,23000
1655,42,53594,Высшее,Холост/Не замужем,35,42000
1656,55,65264,Высшее,Женат/Замужем,70,27000
1657,29,44688,Высшее,Женат/Замужем,97,17000
1658,40,71457,Среднее специальное,Холост/Не замужем,21,40000
1659,70,64704,Высшее,Женат/Замужем,80,36000
1660,59,39913,Среднее,Разведён/Разведена,111,20000
1661,39,36331,Магистратура,Разведён/Разведена,39,24000
1662,38,57359,Высшее,Женат/Замужем,34,32000
1663,44,51149,Высшее,Женат/Замужем,106,30000
1664,74,67786,Высшее,Холост/Не замужем,15,44000
1665,48,37852,Высшее,Женат/Замужем,6,11000
1666,23,37319,Среднее специальное,Женат/Замужем,66,21000
1667,44,60467,Магистратура,Женат/Замужем,88,44000
1668,57,65788,Среднее специальное,Разведён/Разведена,56,20000
1669,51,52600,Магистратура,Женат/Замужем,49,26000
1670,29,40999,Магистратура,Холост/Не замужем,92,31000
1671,62,67312,Высшее,Холост/Не замужем,1,32000
1672,74,77645,Магистратура,Женат/Замужем,65,41000
1673,70,53835,Высшее,Женат/Замужем,28,42000
1674,24,37759,Среднее специальное,Разведён/Разведена,100,15000
1675,27,30591,Аспирантура,Женат/Замужем,20,10000
1676,62,80809,Высшее,Женат/Замужем,48,58000
1677,34,44793,Высшее,Женат/Замужем,72,32000
1678,43,62532,Высшее,Женат/Замужем,65,33000
1679,38,41473,Высшее,Женат/Замужем,90,23000
1680,45,47614,Аспирантура,Женат/Замужем,51,34000
1681,63,88413,Среднее специальное,Женат/Замужем,43,59000
1682,19,37345,Высшее,Холост/Не замужем,49,16000
1683,71,61682,Высшее,Разведён/Разведена,25,19000
1684,60,77054,Высшее,Холост/Не замужем,74,41000
1685,18,22000,Высшее,Холост/Не замужем,76,16000
1686,68,73385,Среднее специальное,Холост/Не замужем,41,54000
1687,70,99150,Среднее специальное,Холост/Не замужем,71,77000
1688,53,36530,Среднее специальное,Женат/Замужем,64,27000
1689,68,67363,Магистратура,Холост/Не замужем,61,39000
1690,43,56124,Среднее специальное,Холост/Не замужем,12,29000
1691,46,63870,Магистратура,Женат/Замужем,111,43000
1692,38,27381,Магистратура,Женат/Замужем,104,18000
1693,28,15000,Магистратура,Холост/Не замужем,81,8000
1694,57,77561,Магистратура,Женат/Замужем,69,26000
1695,28,27193,Среднее специальное,Женат/Замужем,14,20000
1696,53,46565,Среднее специальное,Вдовец/Вдова,34,24000
1697,66,91653,Высшее,Женат/Замужем,48,44000
1698,56,61445,Среднее специальное,Холост/Не замужем,61,37000
1699,57,62343,Высшее,Женат/Замужем,81,39000
1700,52,54503,Высшее,Женат/Замужем,35,22000
1701,71,54040,Магистратура,Холост/Не замужем,119,38000
1702,51,66535,Среднее,Разведён/Разведена,65,29000
1703,72,79341,Магистратура,Женат/Замужем,59,31000
1704,64,69330,Среднее специальное,Вдовец/Вдова,114,34000
1705,41,46655,Высшее,Женат/Замужем,114,31000
1706,71,68015,Высшее,Женат/Замужем,36,53000
1707,39,60487,Магистратура,Женат/Замужем,79,42000
1708,22,31080,Высшее,Женат/Замужем,19,23000
1709,73,73039,Магистратура,Женат/Замужем,115,27000
1710,50,63548,Магистратура,Разведён/Разведена,42,21000
1711,53,61119,Магистратура,Женат/Замужем,69,35000
1712,64,91434,Среднее,Разведён/Разведена,19,40000
1713,37,18779,Магистратура,Разведён/Разведена,107,13000
1714,36,48898,Магистратура,Вдовец/Вдова,39,31000
1715,52,46615,Среднее специальное,Женат/Замужем,69,36000
1716,69,56668,Среднее специальное,Женат/Замужем,52,24000
1717,60,56744,Среднее специальное,Холост/Не замужем,12,30000
1718,34,43620,Среднее,Женат/Замужем,83,24000
1719,62,66686,Высшее,Холост/Не замужем,47,27000
1720,60,40840,Аспирантура,Холост/Не замужем,76,24000
1721,51,48283,Высшее,Холост/Не замужем,36,25000
1722,26,40618,Высшее,Разведён/Разведена,63,21000
1723,43,36846,Аспирантура,Разведён/Разведена,76,17000
1724,19,15000,Среднее специальное,Женат/Замужем,82,5000
1725,70,37758,Магистратура,Женат/Замужем,113,21000
1726,26,26452,Высшее,Женат/Замужем,51,12000
1727,26,19155,Высшее,Женат/Замужем,112,5000
1728,57,46441,Высшее,Женат/Замужем,43,21000
1729,34,38722,Высшее,Женат/Замужем,34,17000
1730,18,21002,Среднее,Женат/Замужем,112,10000
1731,42,31706,Магистратура,Женат/Замужем,97,11000
1732,60,31862,Среднее специальное,Женат/Замужем,49,17000
1733,57,65734,Магистратура,Женат/Замужем,18,42000
1734,59,74092,Высшее,Вдовец/Вдова,61,45000
1735,42,43248,Среднее специальное,Холост/Не замужем,57,30000
1736,56,56413,Высшее,Холост/Не замужем,93,29000
1737,52,57242,Среднее специальное,Женат/Замужем,109,32000
1738,20,55281,Магистратура,Холост/Не замужем,5,38000
1739,67,45684,Аспирантура,Женат/Замужем,89,23000
1740,54,52582,Магистратура,Холост/Не замужем,24,34000
1741,61,38570,Среднее,Женат/Замужем,93,19000
1742,61,69834,Высшее,Холост/Не замужем,64,35000
1743,68,67840,Высшее,Женат/Замужем,59,46000
1744,47,56244,Магистратура,Женат/Замужем,38,21000
1745,55,61896,Среднее,Холост/Не замужем,33,29000
1746,51,71260,Высшее,Женат/Замужем,10,29000
1747,29,46871,Высшее,Холост/Не замужем,37,22000
1748,36,56857,Среднее специальное,Разведён/Разведена,97,23000
1749,54,42816,Высшее,Разведён/Разведена,87,25000
1750,61,82297,Высшее,Холост/Не замужем,11,57000
1751,66,57564,Магистратура,Разведён/Разведена,24,39000
1752,34,32826,Магистратура,Женат/Замужем,88,15000
1753,27,41262,Высшее,Разведён/Разведена,71,32000
1754,74,79328,Высшее,Женат/Замужем,114,47000
1755,72,57122,Среднее специальное,Холост/Не замужем,21,28000
1756,66,65800,Аспирантура,Разведён/Разведена,20,47000
1757,64,89123,Аспирантура,Холост/Не замужем,117,59000
1758,29,16774,Магистратура,Холост/Не замужем,10,11000
1759,33,64278,Магистратура,Холост/Не замужем,89,25000
1760,41,44774,Высшее,Холост/Не замужем,47,23000
1761,36,15000,Магистратура,Женат/Замужем,100,10000
1762,25,15099,Высшее,Женат/Замужем,112,8000
1763,48,39547,Высшее,Разведён/Разведена,47,25000
1764,38,36641,Высшее,Холост/Не замужем,15,21000
1765,34,41229,Среднее,Вдовец/Вдова,44,29000
1766,40,15000,Среднее,Разведён/Разведена,104,6000
1767,54,61602,Высшее,Холост/Не замужем,104,36000
1768,71,56573,Высшее,Женат/Замужем,114,20000
1769,33,62857,Магистратура,Разведён/Разведена,62,40000
1770,23,29947,Среднее специальное,Женат/Замужем,6,19000
1771,25,49742,Среднее специальное,Женат/Замужем,101,15000
1772,42,65855,Среднее специальное,Женат/Замужем,66,42000
1773,35,59849,Среднее,Женат/Замужем,76,30000
1774,42,40703,Среднее,Холост/Не замужем,4,14000
1775,29,30111,Высшее,Женат/Замужем,23,15000
1776,32,37825,Высшее,Холост/Не замужем,13,15000
1777,43,59543,Магистратура,Женат/Замужем,81,30000
1778,58,54339,Аспирантура,Разведён/Разведена,31,26000
1779,62,63411,Высшее,Женат/Замужем,16,42000
1780,43,54103,Среднее,Вдовец/Вдова,41,37000
1781,64,53226,Среднее специальное,Женат/Замужем,90,32000
1782,49,40278,Магистратура,Женат/Замужем,92,12000
1783,27,34826,Высшее,Женат/Замужем,1,26000
1784,33,41612,Магистратура,Вдовец/Вдова,111,26000
1785,24,41308,Магистратура,Женат/Замужем,12,13000
1786,34,52878,Магистратура,Холост/Не замужем,101,37000
1787,40,31114,Магистратура,Вдовец/Вдова,119,12000
1788,43,37818,Высшее,Женат/Замужем,56,22000
1789,38,31438,Высшее,Холост/Не замужем,50,16000
1790,39,67986,Аспирантура,Женат/Замужем,20,34000
1791,24,32995,Высшее,Разведён/Разведена,66,24000
1792,31,40641,Среднее,Женат/Замужем,36,21000
1793,32,42066,Высшее,Женат/Замужем,79,14000
1794,70,60864,Высшее,Разведён/Разведена,38,47000
1795,24,58264,Магистратура,Женат/Замужем,22,44000
1796,26,42565,Высшее,Женат/Замужем,108,27000
1797,68,70593,Высшее,Холост/Не замужем,61,37000
1798,65,51021,Аспирантура,Холост/Не замужем,50,17000
1799,25,18171,Магистратура,Женат/Замужем,96,12000
1800,67,64566,Высшее,Разведён/Разведена,59,21000
1801,40,37100,Среднее специальное,Холост/Не замужем,20,12000
1802,46,36388,Высшее,Женат/Замужем,36,20000
1803,35,38035,Высшее,Холост/Не замужем,97,14000
1804,48,50753,Среднее,Женат/Замужем,15,15000
1805,47,55326,Среднее специальное,Холост/Не замужем,62,28000
1806,69,63241,Высшее,Холост/Не замужем,114,23000
1807,56,45285,Высшее,Холост/Не замужем,110,17000
1808,52,42606,Высшее,Женат/Замужем,3,14000
1809,35,61794,Среднее специальное,Женат/Замужем,93,24000
1810,59,44023,Высшее,Холост/Не замужем,111,28000
1811,56,65847,Магистратура,Разведён/Разведена,91,46000
1812,34,50593,Среднее специальное,Холост/Не замужем,5,26000
1813,31,38580,Среднее,Женат/Замужем,56,21000
1814,48,80517,Высшее,Разведён/Разведена,31,25000
1815,41,55925,Аспирантура,Женат/Замужем,86,18000
1816,52,84843,Высшее,Женат/Замужем,35,36000
1817,61,54634,Среднее специальное,Холост/Не замужем,118,31000
1818,62,55690,Высшее,Женат/Замужем,71,37000
1819,51,64313,Магистратура,Женат/Замужем,70,38000
1820,20,27678,Среднее специальное,Разведён/Разведена,26,13000
1821,54,84084,Высшее,Холост/Не замужем,118,30000
1822,60,68725,Высшее,Женат/Замужем,1,47000
1823,57,45531,Среднее специальное,Женат/Замужем,83,21000
1824,43,23947,Магистратура,Вдовец/Вдова,7,15000
1825,72,72026,Высшее,Холост/Не замужем,36,40000
1826,40,46263,Высшее,Разведён/Разведена,76,30000
1827,61,69106,Среднее специальное,Холост/Не замужем,84,52000
1828,56,78560,Среднее,Женат/Замужем,87,59000
1829,32,57386,Высшее,Холост/Не замужем,25,32000
1830,73,65316,Высшее,Женат/Замужем,94,36000
1831,66,48992,Среднее специальное,Женат/Замужем,59,21000
1832,21,15000,Среднее,Холост/Не замужем,61,11000
1833,46,41347,Среднее,Холост/Не замужем,29,21000
1834,39,41299,Аспирантура,Холост/Не замужем,95,15000
1835,42,53775,Магистратура,Разведён/Разведена,18,27000
1836,30,27585,Магистратура,Вдовец/Вдова,41,10000
1837,35,47805,Среднее специальное,Женат/Замужем,19,26000
1838,50,61030,Аспирантура,Холост/Не замужем,118,35000
1839,33,44150,Среднее специальное,Женат/Замужем,4,20000
1840,62,48270,Высшее,Женат/Замужем,65,16000
1841,59,69817,Магистратура,Вдовец/Вдова,41,53000
1842,61,95619,Высшее,Женат/Замужем,15,65000
1843,19,34488,Высшее,Разведён/Разведена,54,24000
1844,72,28903,Среднее специальное,Вдовец/Вдова,64,13000
1845,52,75813,Среднее специальное,Разведён/Разведена,72,51000
1846,59,52258,Высшее,Холост/Не замужем,15,28000
1847,51,90385,Высшее,Холост/Не замужем,79,36000
1848,47,54945,Магистратура,Женат/Замужем,50,19000
1849,72,47929,Высшее,Женат/Замужем,103,22000
1850,30,15000,Высшее,Холост/Не замужем,22,5000
1851,30,62696,Среднее,Холост/Не замужем,18,50000
1852,35,60188,Среднее специальное,Женат/Замужем,80,19000
1853,49,88190,Аспирантура,Женат/Замужем,2,45000
1854,49,54963,Среднее,Холост/Не замужем,36,28000
1855,52,56352,Высшее,Женат/Замужем,20,25000
1856,56,54659,Среднее специальное,Женат/Замужем,16,32000
1857,63,56125,Высшее,Женат/Замужем,67,21000
1858,69,64913,Высшее,Холост/Не замужем,120,44000
1859,46,55661,Среднее специальное,Женат/Замужем,30,25000
1860,66,55741,Среднее специальное,Женат/Замужем,55,33000
1861,46,27360,Высшее,Холост/Не замужем,66,17000
1862,70,73998,Высшее,Женат/Замужем,99,55000
1863,61,51407,Среднее специальное,Женат/Замужем,26,36000
1864,74,26208,Высшее,Холост/Не замужем,57,15000
1865,33,50288,Среднее специальное,Женат/Замужем,69,24000
1866,73,57379,Магистратура,Холост/Не замужем,2,31000
1867,61,74326,Высшее,Холост/Не замужем,115,50000
1868,64,76367,Среднее специальное,Разведён/Разведена,56,56000
1869,74,79053,Высшее,Холост/Не замужем,84,27000
1870,27,74652,Высшее,Вдовец/Вдова,62,36000
1871,47,51129,Среднее специальное,Женат/Замужем,34,35000
1872,42,44915,Высшее,Холост/Не замужем,98,23000
1873,56,70655,Среднее специальное,Холост/Не замужем,118,32000
1874,37,44368,Среднее специальное,Женат/Замужем,56,22000
1875,22,50607,Среднее специальное,Женат/Замужем,55,30000
1876,18,15000,Высшее,Холост/Не замужем,20,11000
1877,47,34417,Среднее специальное,Холост/Не замужем,50,18000
1878,66,79887,Высшее,Женат/Замужем,25,32000
1879,20,15000,Высшее,Холост/Не замужем,84,5000
1880,62,74336,Высшее,Разведён/Разведена,25,23000
1881,31,45950,Магистратура,Женат/Замужем,53,26000
1882,73,63582,Магистратура,Женат/Замужем,14,36000
1883,47,58707,Высшее,Холост/Не замужем,60,23000
1884,67,50681,Высшее,Холост/Не замужем,111,32000
1885,21,17401,Среднее специальное,Разведён/Разведена,108,11000
1886,35,40042,Магистратура,Холост/Не замужем,43,17000
1887,54,59983,Среднее,Холост/Не замужем,107,28000
1888,42,44645,Высшее,Женат/Замужем,62,35000
1889,65,74096,Высшее,Холост/Не замужем,103,36000
1890,18,35826,Среднее,Женат/Замужем,76,24000
1891,70,94540,Среднее специальное,Разведён/Разведена,112,49000
1892,63,64570,Высшее,Женат/Замужем,69,44000
1893,32,59118,Высшее,Разведён/Разведена,63,40000
1894,26,50210,Высшее,Разведён/Разведена,2,31000
1895,32,75609,Магистратура,Холост/Не замужем,54,54000
1896,66,66491,Среднее специальное,Женат/Замужем,16,51000
1897,74,68494,Среднее,Женат/Замужем,55,40000
1898,41,67265,Высшее,Женат/Замужем,94,28000
1899,21,38181,Высшее,Холост/Не замужем,111,19000
1900,29,58024,Высшее,Вдовец/Вдова,43,39000
1901,54,69551,Среднее специальное,Женат/Замужем,61,43000
1902,54,27198,Высшее,Женат/Замужем,38,10000
1903,60,69244,Высшее,Женат/Замужем,45,22000
1904,23,38668,Высшее,Женат/Замужем,51,24000
1905,56,62396,Высшее,Разведён/Разведена,42,26000
1906,73,72016,Высшее,Женат/Замужем,24,39000
1907,63,42117,Высшее,Холост/Не замужем,115,28000
1908,41,61512,Среднее,Холост/Не замужем,30,35000
1909,28,43606,Среднее,Разведён/Разведена,37,14000
1910,30,56129,Высшее,Женат/Замужем,53,22000
1911,51,33318,Высшее,Вдовец/Вдова,63,13000
1912,42,56807,Высшее,Холост/Не замужем,103,24000
1913,24,31280,Высшее,Холост/Не замужем,11,18000
1914,69,72956,Высшее,Холост/Не замужем,78,40000
1915,21,29052,Магистратура,Женат/Замужем,23,11000
1916,25,43754,Среднее специальное,Женат/Замужем,117,14000
1917,37,42756,Среднее специальное,Холост/Не замужем,80,16000
1918,46,36621,Среднее специальное,Женат/Замужем,50,29000
1919,71,73696,Высшее,Женат/Замужем,85,39000
1920,70,68387,Высшее,Холост/Не замужем,55,50000
1921,68,68749,Среднее специальное,Женат/Замужем,55,49000
1922,62,17382,Высшее,Женат/Замужем,4,9000
1923,63,76239,Среднее специальное,Холост/Не замужем,97,49000
1924,27,32480,Высшее,Холост/Не замужем,54,12000
1925,60,43377,Высшее,Холост/Не замужем,61,27000
1926,51,70238,Высшее,Женат/Замужем,111,30000
1927,74,84345,Среднее,Разведён/Разведена,78,60000
1928,43,45090,Магистратура,Женат/Замужем,83,15000
1929,58,44717,Высшее,Холост/Не замужем,5,30000
1930,66,71070,Среднее специальное,Разведён/Разведена,100,24000
1931,20,33446,Среднее специальное,Вдовец/Вдова,95,24000
1932,73,87865,Высшее,Женат/Замужем,109,39000
1933,23,27343,Магистратура,Вдовец/Вдова,18,17000
1934,22,51123,Магистратура,Женат/Замужем,44,27000
1935,22,25096,Высшее,Женат/Замужем,31,12000
1936,71,52212,Магистратура,Женат/Замужем,119,32000
1937,64,49815,Среднее,Женат/Замужем,94,38000
1938,40,46663,Среднее,Холост/Не замужем,21,14000
1939,66,67417,Магистратура,Разведён/Разведена,47,51000
1940,26,41317,Магистратура,Разведён/Разведена,30,24000
1941,52,55844,Высшее,Женат/Замужем,55,39000
1942,37,59859,Магистратура,Холост/Не замужем,105,29000
1943,66,64483,Аспирантура,Холост/Не замужем,68,34000
1944,59,32855,Магистратура,Холост/Не замужем,69,24000
1945,52,55383,Магистратура,Холост/Не замужем,41,28000
1946,67,39098,Магистратура,Женат/Замужем,45,22000
1947,35,47670,Среднее специальное,Разведён/Разведена,74,14000
1948,34,58657,Магистратура,Холост/Не замужем,91,22000
1949,41,33606,Среднее специальное,Холост/Не замужем,80,20000
1950,20,52878,Магистратура,Женат/Замужем,30,34000
1951,49,67442,Высшее,Холост/Не замужем,77,39000
1952,52,75297,Высшее,Разведён/Разведена,100,27000
1953,55,62443,Высшее,Холост/Не замужем,85,32000
1954,30,24708,Среднее,Холост/Не замужем,45,11000
1955,73,85712,Среднее специальное,Холост/Не замужем,117,46000
1956,64,57430,Аспирантура,Холост/Не замужем,104,42000
1957,42,50968,Аспирантура,Женат/Замужем,45,35000
1958,26,33829,Высшее,Холост/Не замужем,79,11000
1959,21,49270,Аспирантура,Женат/Замужем,84,36000
1960,31,51354,Магистратура,Женат/Замужем,84,27000
1961,54,57591,Высшее,Холост/Не замужем,45,38000
1962,51,27125,Среднее,Холост/Не замужем,55,10000
1963,28,28471,Магистратура,Женат/Замужем,59,18000
1964,58,72563,Высшее,Женат/Замужем,5,30000
1965,73,78201,Магистратура,Разведён/Разведена,118,40000
1966,20,15000,Магистратура,Холост/Не замужем,118,5000
1967,45,24501,Магистратура,Холост/Не замужем,32,9000
1968,46,55332,Высшее,Холост/Не замужем,6,19000
1969,26,20544,Среднее специальное,Женат/Замужем,94,8000
1970,20,17188,Высшее,Женат/Замужем,26,6000
1971,42,59289,Высшее,Разведён/Разведена,37,38000
1972,51,74433,Среднее,Женат/Замужем,13,23000
1973,29,27539,Высшее,Холост/Не замужем,93,16000
1974,59,62128,Высшее,Женат/Замужем,69,23000
1975,26,35286,Магистратура,Разведён/Разведена,25,27000
1976,32,38736,Среднее специальное,Холост/Не замужем,13,29000
1977,57,61808,Высшее,Женат/Замужем,88,25000
1978,42,60547,Среднее,Вдовец/Вдова,95,36000
1979,22,23091,Среднее,Женат/Замужем,20,7000
1980,28,15120,Среднее,Женат/Замужем,119,11000
1981,51,81750,Высшее,Холост/Не замужем,72,45000
1982,41,64741,Среднее,Женат/Замужем,60,20000
1983,32,24645,Высшее,Холост/Не замужем,73,11000
1984,55,61634,Среднее специальное,Женат/Замужем,21,20000
1985,25,50760,Магистратура,Холост/Не замужем,115,25000
1986,22,44435,Магистратура,Разведён/Разведена,61,28000
1987,65,74530,Аспирантура,Разведён/Разведена,84,39000
1988,43,47446,Магистратура,Женат/Замужем,79,23000
1989,35,69509,Магистратура,Холост/Не замужем,26,24000
1990,23,37312,Магистратура,Холост/Не замужем,54,15000
1991,54,51075,Высшее,Женат/Замужем,42,17000
1992,65,80666,Среднее специальное,Женат/Замужем,11,56000
1993,30,41040,Среднее специальное,Женат/Замужем,37,15000
1994,45,56846,Среднее специальное,Холост/Не замужем,105,33000
1995,22,36247,Высшее,Женат/Замужем,11,17000
1996,30,47051,Высшее,Женат/Замужем,27,19000
1997,34,28123,Магистратура,Женат/Замужем,94,17000
1998,67,47433,Аспирантура,Женат/Замужем,83,25000
1999,57,82711,Высшее,Женат/Замужем,34,41000
2000,62,68943,Высшее,Холост/Не замужем,38,41000
2001,49,66362,Аспирантура,Холост/Не замужем,61,36000
2002,46,26003,Среднее специальное,Женат/Замужем,87,11000
2003,68,86000,Магистратура,Холост/Не замужем,53,49000
2004,20,23777,Среднее специальное,Женат/Замужем,65,15000
